title,year,review_text,rating,source
The Big Sick,2017,"Kumail is a Pakistani comic, who meets an American graduate student named Emily at one of his stand-up shows. As their relationship blossoms, he soon becomes worried about what his traditional Muslim parents will think of her. When Emily suddenly comes down with an illness that leaves her in a coma, Kumail finds himself developing a bond with her deeply concerned mother and father.",98.0,RottenTomatoes
The Kid,1921,"Chaplin's first full-length feature is a silent masterpiece about a little tramp who discovers a little orphan and brings him up but is left desolate when the orphanage reclaims him. Chaplin directed, produced and starred in the film, as well as composed the score.",100.0,RottenTomatoes
Paddington 2,2017,"Settled in with the Brown family, Paddington the bear is a popular member of the community who spreads joy and marmalade wherever he goes. One fine day, he spots a pop-up book in an antique shop -- the perfect present for his beloved aunt's 100th birthday. When a thief steals the prized book, Paddington embarks on an epic quest to unmask the culprit before Aunt Lucy's big celebration.",100.0,RottenTomatoes
Once Upon a Time... In Hollywood,2019,"Actor Rick Dalton gained fame and fortune by starring in a 1950s television Western, but is now struggling to find meaningful work in a Hollywood that he doesn't recognize anymore. He spends most of his time drinking and palling around with Cliff Booth, his easygoing best friend and longtime stunt double. Rick also happens to live next door to Roman Polanski and Sharon Tate -- the filmmaker and budding actress whose futures will forever be altered by members of the Manson Family.",85.0,RottenTomatoes
Zootopia,2016,"From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps (Ginnifer Goodwin) becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde (Jason Bateman), a wily fox who makes her job even harder.",98.0,RottenTomatoes
A Hard Day's Night,1964,"The Beatles in their feature film debut, one of the greatest rock-and-roll comedy adventures ever. The film has a fully restored negative and digitally restored soundtrack. The film takes on the just-left-of-reality style of mock-documentary, following ""a day in the life"" of John, Paul, George, and Ringo as fame takes them by storm.",98.0,RottenTomatoes
La La Land,2016,"Sebastian (Ryan Gosling) and Mia (Emma Stone) are drawn together by their common desire to do what they love. But as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",90.0,RottenTomatoes
Top Hat,1935,"The story centers on wealthy Dale Tremont (Ginger Rogers), on holiday in London and Venice. She assumes that American entertainer Jerry Travers (Fred Astaire) is the husband of her friend Madge (Helen Broderick) -- who's actually the wife of Jerry's business manager Horace Hardwick (Edward Everett Horton).",100.0,RottenTomatoes
The Philadelphia Story,1940,"This classic romantic comedy focuses on Tracy Lord (Katharine Hepburn), a Philadelphia socialite who has split from her husband, C.K. Dexter Haven (Cary Grant), due both to his drinking and to her overly demanding nature. As Tracy prepares to wed the wealthy George Kittredge (John Howard), she crosses paths with both Dexter and prying reporter Macaulay Connor (James Stewart). Unclear about her feelings for all three men, Tracy must decide whom she truly loves.",100.0,RottenTomatoes
Up,2009,"Carl Fredricksen (Ed Asner), a 78-year-old balloon salesman, is about to fulfill a lifelong dream. Tying thousands of balloons to his house, he flies away to the South American wilderness. But curmudgeonly Carl's worst nightmare comes true when he discovers a little boy named Russell is a stowaway aboard the balloon-powered house.",98.0,RottenTomatoes
Toy Story 3,2010,"With their beloved Andy preparing to leave for college, Woody (Tom Hanks), Buzz Lightyear (Tim Allen), Jessie (Joan Cusack), and the rest of the toys find themselves headed for the attic but mistakenly wind up on the curb with the trash. Woody's quick thinking saves the gang, but all but Woody end up being donated to a day-care center. Unfortunately, the uncontrollable kids do not play nice, so Woody and the gang make plans for a great escape.",98.0,RottenTomatoes
Toy Story 2,1999,"Woody (Tom Hanks) is stolen from his home by toy dealer Al McWhiggin (Wayne Knight), leaving Buzz Lightyear (Tim Allen) and the rest of the gang to try to rescue him. But when Woody discovers that he's actually a valuable collectible from a once-popular television show called ""Woody's Roundup"" and is reunited with his horse Bullseye, Jessie the yodeling cowgirl (Joan Cusack) and his faithful sidekick, Stinky Pete the Prospector (Kelsey Grammer), he doesn't want to leave.",100.0,RottenTomatoes
"Three Billboards Outside Ebbing, Missouri",2017,"After months have passed without a culprit in her daughter's murder case, Mildred Hayes makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby, the town's revered chief of police. When his second-in-command, Officer Dixon -- an immature mother's boy with a penchant for violence -- gets involved, the battle is only exacerbated.",90.0,RottenTomatoes
The Lady Eve,1941,"It's no accident when wealthy Charles (Henry Fonda) falls for Jean (Barbara Stanwyck). Jean is a con artist with her sights set on Charles' fortune. Matters complicate when Jean starts falling for her mark. When Charles suspects Jean is a gold digger, he dumps her. Jean, fixated on revenge and still pining for the millionaire, devises a plan to get back in Charles' life. With love and payback on her mind, she re-introduces herself to Charles, this time as an aristocrat named Lady Eve Sidwich.",100.0,RottenTomatoes
Dr. Strangelove Or: How I Learned to Stop Worrying and Love the Bomb,1964,"A film about what could happen if the wrong person pushed the wrong button -- and it played the situation for laughs. U.S. Air Force General Jack Ripper goes completely insane, and sends his bomber wing to destroy the U.S.S.R. He thinks that the communists are conspiring to pollute the ""precious bodily fluids"" of the American people.",98.0,RottenTomatoes
Finding Nemo,2003,"Marlin (Albert Brooks), a clown fish, is overly cautious with his son, Nemo (Alexander Gould), who has a foreshortened fin. When Nemo swims too close to the surface to prove himself, he is caught by a diver, and horrified Marlin must set out to find him. A blue reef fish named Dory (Ellen DeGeneres) -- who has a really short memory -- joins Marlin and complicates the encounters with sharks, jellyfish, and a host of ocean dangers. Meanwhile, Nemo plots his escape from a dentist's fish tank.",99.0,RottenTomatoes
The Thin Man,1934,"The recently divorced Gilbert discovers that his new girlfriend has stolen $50,000 and is carrying on with other men. Not long afterward, he disappears. Anxious to locate her father, Gilbert's daughter goes to private detective Nick Charles for help.",98.0,RottenTomatoes
Kind Hearts and Coronets,1949,"When his mother eloped with an Italian opera singer, Louis Mazzini (Dennis Price) was cut off from her aristocratic family. After the family refuses to let her be buried in the family mausoleum, Louis avenges his mother's death by attempting to murder every family member (all played by Alec Guinness) who stands between himself and the family fortune. But when he finds himself torn between his longtime love (Joan Greenwood) and the widow of one of his victims (Valerie Hobson), his plans go awry.",100.0,RottenTomatoes
Crazy Rich Asians,2018,"Rachel Chu is happy to accompany her longtime boyfriend, Nick, to his best friend's wedding in Singapore. She's also surprised to learn that Nick's family is extremely wealthy and he's considered one of the country's most eligible bachelors. Thrust into the spotlight, Rachel must now contend with jealous socialites, quirky relatives and something far, far worse -- Nick's disapproving mother.",91.0,RottenTomatoes
His Girl Friday,1940,"When hard-charging New York newspaper editor Walter Burns (Cary Grant) discovers that his ex-wife, investigative reporter Hildy Johnson (Rosalind Russell), has gotten engaged to milquetoast insurance agent Bruce Baldwin (Ralph Bellamy), he unsuccessfully tries to lure her away from tame domestic life with a story about the impending execution of convicted murderer Earl Williams. But when Hildy discovers Williams may be innocent, her reporter instincts take over.",98.0,RottenTomatoes
The Gold Rush,1925,"In this classic silent comedy, the Little Tramp (Charles Chaplin) heads north to join in the Klondike gold rush. Trapped in a small cabin by a blizzard, the Tramp is forced to share close quarters with a successful prospector (Mack Swain) and a fugitive (Tom Murray). Eventually able to leave the cabin, he falls for a lovely barmaid (Georgia Hale), trying valiantly to win her affections. When the prospector needs help locating his claim, it appears the Tramp's fortunes may change.",100.0,RottenTomatoes
Paterson,2016,"Paterson (Adam Driver) is a hardworking bus driver in Paterson, N.J., who follows the same routine every day. He observes the city and listens to fragments of conversations while picking up and dropping off his passengers. Paterson also writes heartfelt poems in a notebook, walks his dog and drinks one beer in a bar after his shift is over. Waiting for him at home is Laura (Golshifteh Farahani), his beloved wife who champions his gift for writing.",96.0,RottenTomatoes
The LEGO Movie,2014,"Emmet (Chris Pratt), an ordinary LEGO figurine who always follows the rules, is mistakenly identified as the Special -- an extraordinary being and the key to saving the world. He finds himself drafted into a fellowship of strangers who are on a mission to stop an evil tyrant's (Will Ferrell) plans to conquer the world. Unfortunately for Emmet, he is hopelessly -- and hilariously -- unprepared for such a task, but he'll give it his all nonetheless.",96.0,RottenTomatoes
Sorry to Bother You,2018,"In an alternate reality of present-day Oakland, Calif., telemarketer Cassius Green finds himself in a macabre universe after he discovers a magical key that leads to material glory. As Green's career begins to take off, his friends and co-workers organize a protest against corporate oppression. Cassius soon falls under the spell of Steve Lift, a cocaine-snorting CEO who offers him a salary beyond his wildest dreams.",93.0,RottenTomatoes
Ant-Man and The Wasp,2018,"Scott Lang is grappling with the consequences of his choices as both a superhero and a father. Approached by Hope van Dyne and Dr. Hank Pym, Lang must once again don the Ant-Man suit and fight alongside the Wasp. The urgent mission soon leads to secret revelations from the past as the dynamic duo finds itself in an epic battle against a powerful new enemy.",87.0,RottenTomatoes
The Disaster Artist,2017,"The incredible true story of aspiring filmmaker and Hollywood outsider Tommy Wiseau as he and his best friend defiantly pursue their dreams and embark on the hilarious odyssey of making the now-infamous, cult classic ""The Room.""",91.0,RottenTomatoes
Toy Story,1995,"Woody (Tom Hanks), a good-hearted cowboy doll who belongs to a young boy named Andy (John Morris), sees his position as Andy's favorite toy jeopardized when his parents buy him a Buzz Lightyear (Tim Allen) action figure. Even worse, the arrogant Buzz thinks he's a real spaceman on a mission to return to his home planet. When Andy's family moves to a new house, Woody and Buzz must escape the clutches of maladjusted neighbor Sid Phillips (Erik von Detten) and reunite with their boy.",100.0,RottenTomatoes
Isle of Dogs,2018,"When, by executive decree, all the canine pets of Megasaki City are exiled to a vast garbage-dump called Trash Island, 12-year-old Atari sets off alone in a miniature Junior-Turbo Prop and flies across the river in search of his bodyguard-dog, Spots. There, with the assistance of a pack of newly-found mongrel friends, he begins an epic journey that will decide the fate and future of the entire Prefecture.",90.0,RottenTomatoes
Birdman or (The Unexpected Virtue of Ignorance),2014,"Former cinema superhero Riggan Thomson (Michael Keaton) is mounting an ambitious Broadway production that he hopes will breathe new life into his stagnant career. It's risky, but he hopes that his creative gamble will prove that he's a real artist and not just a washed-up movie star. As opening night approaches, a castmate is injured, forcing Riggan to hire an actor (Edward Norton) who is guaranteed to shake things up. Meanwhile, Riggan must deal with his girlfriend, daughter and ex-wife.",91.0,RottenTomatoes
Monty Python and the Holy Grail,1975,"A comedic send-up of the grim circumstances of the Middle Ages as told through the story of King Arthur and framed by a modern-day murder investigation. When the mythical king of the Britons leads his knights on a quest for the Holy Grail, they face a wide array of horrors, including a persistent Black Knight, a three-headed giant, a cadre of shrubbery-challenged knights, the perilous Castle Anthrax, a killer rabbit, a house of virgins, and a handful of rude Frenchmen.",97.0,RottenTomatoes
City Lights,1931,"A hapless but resilient tramp (Charlie Chaplin) falls in love with a blind flower girl (Virginia Cherrill) on the tough city streets. Upon learning that she and her grandmother are to be evicted from their home, the tramp undertakes a series of attempts to provide them with the money they need, all of which end in humiliating failure. But after a drunken millionaire (Harry Myers) lavishly rewards him for saving his life, the tramp can change the flower girl's life forever.",98.0,RottenTomatoes
The Artist,2011,"In the 1920s, actor George Valentin (Jean Dujardin) is a bona fide matinee idol with many adoring fans. While working on his latest film, George finds himself falling in love with an ingenue named Peppy Miller (Bérénice Bejo) and, what's more, it seems Peppy feels the same way. But George is reluctant to cheat on his wife with the beautiful young actress. The growing popularity of sound in movies further separates the potential lovers, as George's career begins to fade while Peppy's star rises.",95.0,RottenTomatoes
The Death of Stalin,2017,"When tyrannical dictator Joseph Stalin dies in 1953, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. Among the contenders are the dweebish Georgy Malenkov, the wily Nikita Khrushchev and Lavrenti Beria -- the sadistic secret police chief. As they bumble, brawl and back-stab their way to the top, the question remains -- just who is running the government?",95.0,RottenTomatoes
La dolce vita,1960,"In Federico Fellini's lauded Italian film, restless reporter Marcello Rubini (Marcello Mastroianni) drifts through life in Rome. While Marcello contends with the overdose taken by his girlfriend, Emma (Yvonne Furneaux), he also pursues heiress Maddalena (Anouk Aimée) and movie star Sylvia (Anita Ekberg), embracing a carefree approach to living. Despite his hedonistic attitude, Marcello does have moments of quiet reflection, resulting in an intriguing cinematic character study.",96.0,RottenTomatoes
Roman Holiday,1953,"Overwhelmed by her suffocating schedule, touring European princess Ann (Audrey Hepburn) takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley (Gregory Peck),who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.",97.0,RottenTomatoes
Shaun the Sheep Movie,2015,"All is well at Mossy Bottom Farm, except for the fact that the animals will do anything to get out of work. So, Shaun the sheep and his scheming friends devise a plan to put their master to sleep. However, the ruse backfires when the poor farmer finds himself transported to the big city, having lost his memory. Now, it's up to Sean, Timmy the lamb, Shirley the ewe and the rest of the gang to travel to the metropolis and get him back, while not landing in even more trouble themselves.",99.0,RottenTomatoes
Spy,2015,"Despite having solid field training, CIA analyst Susan Cooper (Melissa McCarthy) has spent her entire career as a desk jockey, working hand-in-hand with dashing agent Bradley Fine (Jude Law). Using high-tech equipment and a hidden earpiece, Susan is the guardian angel who helps Bradley avoid danger. However, when Bradley is assassinated by Bulgarian arms dealer Rayna Boyanov (Rose Byrne), Susan wrangles her way into her first undercover assignment to help capture Boyanov and avenge Bradley.",95.0,RottenTomatoes
Palm Springs,2020,"Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",95.0,RottenTomatoes
Hunt for the Wilderpeople,2016,A boy (Julian Dennison) and his foster father (Sam Neill) become the subjects of a manhunt after they get stranded in the New Zealand wilderness.,97.0,RottenTomatoes
The Grand Budapest Hotel,2014,"In the 1930s, the Grand Budapest Hotel is a popular European ski resort, presided over by concierge Gustave H. (Ralph Fiennes). Zero, a junior lobby boy, becomes Gustave's friend and protege. Gustave prides himself on providing first-class service to the hotel's guests, including satisfying the sexual needs of the many elderly women who stay there. When one of Gustave's lovers dies mysteriously, Gustave finds himself the recipient of a priceless painting and the chief suspect in her murder.",92.0,RottenTomatoes
Ratatouille,2007,"Remy (Patton Oswalt), a resident of Paris, appreciates good food and has quite a sophisticated palate. He would love to become a chef so he can create and enjoy culinary masterpieces to his heart's delight. The only problem is, Remy is a rat. When he winds up in the sewer beneath one of Paris' finest restaurants, the rodent gourmet finds himself ideally placed to realize his dream.",96.0,RottenTomatoes
The Discreet Charm of the Bourgeoisie,1972,"The ambassador of the Latin American republic of Miranda (Fernando Rey), M. Thevenot (Paul Frankeur), his wife Simone (Delphine Seyrig) and her sister Florence (Bulle Ogier) arrive for a dinner party at the house of Alice Sénéchal (Stéphane Audran) and her husband Henri (Jean-Pierre Cassel), only to learn that they were mistaken about the date. In director Luis Buñuel's surreal fantasy, the six bourgeois friends repeatedly gather for a dinner that never quite arrives.",98.0,RottenTomatoes
Annie Hall,1977,"Comedian Alvy Singer (Woody Allen) examines the rise and fall of his relationship with struggling nightclub singer Annie Hall (Diane Keaton). Speaking directly to the audience in front of a bare background, Singer reflects briefly on his childhood and his early adult years before settling in to tell the story of how he and Annie met, fell in love, and struggled with the obstacles of modern romance, mixing surreal fantasy sequences with small moments of emotional drama.",96.0,RottenTomatoes
The Incredibles,2004,"In this lauded Pixar animated film, married superheroes Mr. Incredible (Craig T. Nelson) and Elastigirl (Holly Hunter) are forced to assume mundane lives as Bob and Helen Parr after all super-powered activities have been banned by the government. While Mr. Incredible loves his wife and kids, he longs to return to a life of adventure, and he gets a chance when summoned to an island to battle an out-of-control robot. Soon, Mr. Incredible is in trouble, and it's up to his family to save him.",97.0,RottenTomatoes
Love & Friendship,2016,"In the 18th century, the seductive and manipulative Lady Susan (Kate Beckinsale) uses devious tactics to win the heart of the eligible Reginald De Courcy (Xavier Samuel).",96.0,RottenTomatoes
Logan Lucky,2017,West Virginia family man Jimmy Logan teams up with his one-armed brother Clyde and sister Mellie to steal money from the Charlotte Motor Speedway in North Carolina. Jimmy also recruits demolition expert Joe Bang to help them break into the track's underground system. Complications arise when a mix-up forces the crew to pull off the heist during a popular NASCAR race while also trying to dodge a relentless FBI agent.,92.0,RottenTomatoes
Gentlemen Prefer Blondes,1953,"Lorelei Lee (Marilyn Monroe) is a beautiful showgirl engaged to be married to the wealthy Gus Esmond (Tommy Noonan), much to the disapproval of Gus' rich father, Esmond Sr., who thinks that Lorelei is just after his money. When Lorelei goes on a cruise accompanied only by her best friend, Dorothy Shaw (Jane Russell), Esmond Sr. hires Ernie Malone (Elliott Reid), a private detective, to follow her and report any questionable behavior that would disqualify her from the marriage.",98.0,RottenTomatoes
Tampopo,1985,"Two Japanese milk-truck drivers (Tsutomu Yamazaki, Ken Watanabe) help a restaurant owner (Nobuko Miyamoto) learn how to cook great noodles.",100.0,RottenTomatoes
Sideways,2004,"Struggling writer and wine enthusiast Miles (Paul Giamatti) takes his engaged friend, Jack (Thomas Haden Church), on a trip to wine country for a last single-guy bonding experience. While Miles wants to relax and enjoy the wine, Jack is in search of a fling before his wedding. Soon Jack is sleeping with Stephanie (Sandra Oh), while her friend Maya (Virginia Madsen) connects with Miles. When Miles lets slip that Jack is getting married, both women are furious, sending the trip into disarray.",97.0,RottenTomatoes
The Nice Guys,2016,Holland March (Ryan Gosling) is a down-on-his-luck private eye in 1977 Los Angeles. Jackson Healy (Russell Crowe) is a hired enforcer who hurts people for a living. Fate turns them into unlikely partners after a young woman named Amelia (Margaret Qualley) mysteriously disappears. Healy and March soon learn the hard way that some dangerous people are also looking for Amelia. Their investigation takes them to dark places as anyone else who gets involved in the case seems to wind up dead.,91.0,RottenTomatoes
The LEGO Batman Movie,2017,"There are big changes brewing in Gotham, but if Batman (Will Arnett) wants to save the city from the Joker's (Zach Galifianakis) hostile takeover, he may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up. Maybe his superhero sidekick Robin (Michael Cera) and loyal butler Alfred (Ralph Fiennes) can show him a thing or two.",90.0,RottenTomatoes
One Hundred and One Dalmatians,1961,"In a Disney animation classic, Dalmatian Pongo is tired of his bachelor-dog life. He spies lovely Perdita and maneuvers his master, Roger, into meeting Perdita's owner, Anita. The owners fall in love and marry, keeping Pongo and Perdita together too. After Perdita gives birth to a litter of 15 puppies, Anita's old school friend Cruella De Vil wants to buy them all. Roger declines her offer, so Cruella hires the criminal Badun brothers to steal them -- so she can have a fur coat.",98.0,RottenTomatoes
The Invisible Man,1933,"While researching a new drug, Dr. Jack Griffin (Claude Rains) stumbles on a potion that can make him invisible. When he reveals his new ability to his old mentor (Henry Travers) and his fiancée (Gloria Stuart), it's clear that a side effect of the potion is insanity. Jack goes on a violent rampage, and the police struggle to hunt him down, unable to see their target, while his mentor and his former partner (William Harrigan) desperately try to devise a plan to capture him.",94.0,RottenTomatoes
Fighting With My Family,2019,"Born into a tight-knit wrestling family, Paige and her brother Zak are ecstatic when they get the once-in-a-lifetime opportunity to try out for the WWE. But when only Paige earns a spot in the competitive training program, she must leave her loved ones behind and face this new cutthroat world alone. Paige's journey pushes her to dig deep and ultimately prove to the world that what makes her different is the very thing that can make her a star.",93.0,RottenTomatoes
Chicken Run,2000,"This engaging stop-motion, claymation adventure tells the story of an American rooster who falls in love with a gorgeous hen on a British farm. The couple decides to run away from the farm, but they must first contend with the evil farmer who is intent on keeping them under her control. The chickens decide to attempt an escape so they don't get turned into chicken pot pies.",97.0,RottenTomatoes
Guardians of the Galaxy Vol. 2,2017,"Peter Quill and his fellow Guardians are hired by a powerful alien race, the Sovereign, to protect their precious batteries from invaders. When it is discovered that Rocket has stolen the items they were sent to guard, the Sovereign dispatch their armada to search for vengeance. As the Guardians try to escape, the mystery of Peter's parentage is revealed.",85.0,RottenTomatoes
Moonrise Kingdom,2012,"The year is 1965, and the residents of New Penzance, an island off the coast of New England, inhabit a community that seems untouched by some of the bad things going on in the rest of the world. Twelve-year-olds Sam (Jared Gilman) and Suzy (Kara Hayward) have fallen in love and decide to run away. But a violent storm is approaching the island, forcing a group of quirky adults (Bruce Willis, Edward Norton, Bill Murray) to mobilize a search party and find the youths before calamity strikes.",93.0,RottenTomatoes
Airplane!,1980,"This spoof comedy takes shots at the slew of disaster movies that were released in the 70s. When the passengers and crew of a jet are incapacitated due to food poisoning, a rogue pilot with a drinking problem must cooperate with his ex-girlfriend turned stewardess to bring the plane to a safe landing.",97.0,RottenTomatoes
The Forty-Year-Old Version,2020,A struggling New York City playwright finds inspiration by reinventing herself as a rapper.,98.0,RottenTomatoes
Playtime,1967,"Clumsy Monsieur Hulot (Jacques Tati) finds himself perplexed by the intimidating complexity of a gadget-filled Paris. He attempts to meet with a business contact but soon becomes lost. His roundabout journey parallels that of an American tourist (Barbara Dennek), and as they weave through the inventive urban environment, they intermittently meet, developing an interest in one another. They eventually get together at a chaotic restaurant, along with several other quirky characters.",98.0,RottenTomatoes
What We Do in the Shadows,2014,"Vampire housemates (Jemaine Clement, Taika Waititi, Jonathan Brugh) try to cope with the complexities of modern life and show a newly turned hipster (Cori Gonzalez-Macuer) some of the perks of being undead.",96.0,RottenTomatoes
Paddington,2014,"After a deadly earthquake destroys his home in Peruvian rainforest, a young bear (Ben Whishaw) makes his way to England in search of a new home. The bear, dubbed ""Paddington"" for the london train station, finds shelter with the family of Henry (Hugh Bonneville) and Mary Brown (Sally Hawkins). Although Paddington's amazement at urban living soon endears him to the Browns, someone else has her eye on him: Taxidermist Millicent Clyde (Nicole Kidman) has designs on the rare bear and his hide.",97.0,RottenTomatoes
Don't Think Twice,2016,"Turmoil strikes a New York improv troupe (Keegan-Michael Key, Gillian Jacobs, Mike Birbiglia) when one member leaves to star in a television show.",98.0,RottenTomatoes
Mary Poppins,1964,"When Jane (Karen Dotrice) and Michael (Matthew Garber), the children of the wealthy and uptight Banks family, are faced with the prospect of a new nanny, they are pleasantly surprised by the arrival of the magical Mary Poppins (Julie Andrews). Embarking on a series of fantastical adventures with Mary and her Cockney performer friend, Bert (Dick Van Dyke), the siblings try to pass on some of their nanny's sunny attitude to their preoccupied parents (David Tomlinson, Glynis Johns).",98.0,RottenTomatoes
Saint Frances,2019,"After an abortion, a deadbeat nanny finds friendship with the 6-year-old she's hired to watch.",99.0,RottenTomatoes
Ghostbusters,1984,"After the members of a team of scientists (Harold Ramis, Dan Aykroyd, Bill Murray) lose their cushy positions at a university in New York City, they decide to become ""ghostbusters"" to wage a high-tech battle with the supernatural for money. They stumble upon a gateway to another dimension, a doorway that will release evil upon the city. The Ghostbusters must now save New York from complete destruction.",97.0,RottenTomatoes
Some Like It Hot,1959,"After witnessing a Mafia murder, slick saxophone player Joe (Tony Curtis) and his long-suffering buddy, Jerry (Jack Lemmon), improvise a quick plan to escape from Chicago with their lives. Disguising themselves as women, they join an all-female jazz band and hop a train bound for sunny Florida. While Joe pretends to be a millionaire to win the band's sexy singer, Sugar (Marilyn Monroe), Jerry finds himself pursued by a real millionaire (Joe E. Brown) as things heat up and the mobsters close in.",95.0,RottenTomatoes
Bringing Up Baby,1938,"Harried paleontologist David Huxley (Cary Grant) has to make a good impression on society matron Mrs. Random (May Robson), who is considering donating one million dollars to his museum. On the day before his wedding, Huxley meets Mrs. Random's high-spirited young niece, Susan Vance (Katharine Hepburn), a madcap adventuress who immediately falls for the straitlaced scientist. The ever-growing chaos -- including a missing dinosaur bone and a pet leopard -- threatens to swallow him whole.",93.0,RottenTomatoes
Blow the Man Down,2019,"Welcome to Easter Cove, a salty fishing village on the far reaches of Maine's rocky coast. Grieving the loss of their mother and facing an uncertain future, Mary Beth & Priscilla Connolly cover up a gruesome run-in with a dangerous man. To conceal their crime, the sisters must go deeper into Easter Cove's underbelly and uncover the town matriarchs' darkest secrets.",98.0,RottenTomatoes
To Be or Not to Be,1942,"Acting couple Joseph (Jack Benny) and Maria Tura (Carole Lombard) are managing a theatrical troupe when the Nazis invade Poland. Maria is having an affair with Lieutenant Sobinski (Robert Stack), who suspects Professor Siletsky (Stanley Ridges) is a Nazi spy. With Siletsky in possession of a list of members of the Polish resistance, the Turas' company takes action. Using their skill for impersonation, Joseph and company must confuse the Nazis and stop Siletsky from handing over the list.",96.0,RottenTomatoes
Groundhog Day,1993,"Phil (Bill Murray), a weatherman, is out to cover the annual emergence of the groundhog from its hole. He gets caught in a blizzard that he didn't predict and finds himself trapped in a time warp. He is doomed to relive the same day over and over again until he gets it right.",96.0,RottenTomatoes
Anomalisa,2015,An inspirational speaker (David Thewlis) becomes reinvigorated after meeting a lively woman (Jennifer Jason Leigh) who shakes up his mundane existence.,92.0,RottenTomatoes
"Monsters, Inc.",2001,"Monsters Incorporated is the largest scare factory in the monster world, and James P. Sullivan (John Goodman) is one of its top scarers. Sullivan is a huge, intimidating monster with blue fur, large purple spots and horns. His scare assistant, best friend and roommate is Mike Wazowski (Billy Crystal), a green, opinionated, feisty little one-eyed monster. Visiting from the human world is Boo (Mary Gibbs), a tiny girl who goes where no human has ever gone before.",96.0,RottenTomatoes
The Player,1992,"Certain that the anonymous threats he's been receiving are the work of David Kahane (Vincent D'Onofrio), producer Griffin Mill (Tim Robbins) tries to fix things over cocktails. Instead, Griffin ends up murdering the screenwriter and courting the dead man's girlfriend (Greta Scacchi). As police investigate, Griffin concentrates on a prestigious film that might reinvigorate his career. But he soon learns that David's demise hasn't been forgotten by everyone in Hollywood.",98.0,RottenTomatoes
You Can't Take It With You,1938,"Sweet-natured Alice Sycamore (Jean Arthur) falls for banker's son Tony Kirby (James Stewart). But when she invites her snooty prospective in-laws to dinner to give their blessing to the marriage, Alice's peculiar extended family -- including philosophical grandfather Martin Vanderhof (Lionel Barrymore), hapless fledgling ballerina sister Essie (Ann Miller) and fireworks enthusiast father, Paul (Samuel S. Hinds) -- might be too eccentric for the staid Kirbys.",93.0,RottenTomatoes
The Truman Show,1998,"He doesn't know it, but everything in Truman Burbank's (Jim Carrey) life is part of a massive TV set. Executive producer Christof (Ed Harris) orchestrates ""The Truman Show,"" a live broadcast of Truman's every move captured by hidden cameras. Cristof tries to control Truman's mind, even removing his true love, Sylvia (Natascha McElhone), from the show and replacing her with Meryl (Laura Linney). As Truman gradually discovers the truth, however, he must decide whether to act on it.",95.0,RottenTomatoes
Big,1988,"After a wish turns 12-year-old Josh Baskin (David Moscow) into a 30-year-old man (Tom Hanks), he heads to New York City and gets a low-level job at MacMillen Toy Company. A chance encounter with the owner (Robert Loggia) of the company leads to a promotion testing new toys. Soon a fellow employee, Susan Lawrence (Elizabeth Perkins), takes a romantic interest in Josh. However, the pressure of living as an adult begins to overwhelm him, and he longs to return to his simple, former life as a boy.",97.0,RottenTomatoes
The Rules of the Game,1939,"In this melancholy French social satire, André (Roland Toutain) is having an affair with Christine (Nora Gregor), whose husband, Robert (Marcel Dalio), himself is hiding a mistress. Meanwhile Christine's married maid, Lisette (Paulette Dubost), is romantically entangled with the local poacher. At a hunting party, trusted friend Octave (Jean Renoir) also confesses his feelings for Christine, as the passions of the servants and aristocrats dangerously collide.",96.0,RottenTomatoes
Back to the Future,1985,"In this 1980s sci-fi classic, small-town California teen Marty McFly (Michael J. Fox) is thrown back into the '50s when an experiment by his eccentric scientist friend Doc Brown (Christopher Lloyd) goes awry. Traveling through time in a modified DeLorean car, Marty encounters young versions of his parents (Crispin Glover, Lea Thompson), and must make sure that they fall in love or he'll cease to exist. Even more dauntingly, Marty has to return to his own time and save the life of Doc Brown.",96.0,RottenTomatoes
Enough Said,2013,"Eva (Julia Louis-Dreyfus), a divorced single parent, seems generally happy but dreads her daughter's departure for college. Unexpectedly, Eva begins a romance with Albert (James Gandolfini), a nice man with whom she has much in common. Meanwhile, Eva finds a new friend in Marianne (Catherine Keener), a poet who is just about perfect except for one thing: She constantly denigrates her ex-husband -- Albert. The more Eva hears, the more she doubts her relationship with him.",95.0,RottenTomatoes
